# th1, dth1, tau1_cmd, tau1, th2, dth2, tau2_cmd, tau2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.059915661811828613e+00,-7.247924804687500000e-05,-1.525878999382257462e-02,7.553100958466529846e-02,-1.883746497333049774e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.718525171279907227e-02,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-2.009954750537872314e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.449622631072998047e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,2.501017749309539795e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.121367216110229492e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-1.802484691143035889e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.213895320892333984e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-3.817300796508789062e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195362210273742676e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,6.143497228622436523e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.094456255435943604e-01,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,5.089586973190307617e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.009543895721435547e-02,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,2.373623400926589966e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.030133962631225586e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-2.972226440906524658e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.271361231803894043e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-3.149825334548950195e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.039956331253051758e-01,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,1.532430797815322876e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.453773498535156250e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-3.567817807197570801e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.546566963195800781e-01,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-3.767642378807067871e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.194361925125122070e-01,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,-2.248779982328414917e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.731631875038146973e-01,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,2.389922738075256348e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.681460499763488770e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,2.383497804403305054e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.006526350975036621e+00,-1.220703125000000000e-04,0.000000000000000000e+00,2.441406250000000000e-02,6.801487207412719727e-01
