# th1, dth1, tau1_cmd, tau1, th2, dth2, tau2_cmd, tau2
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.638536691665649414e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.511860013008117676e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.096487760543823242e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.057106614112854004e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.770011901855468750e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.396101832389831543e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.337385892868041992e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.573903799057006836e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.762357950210571289e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.286536931991577148e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.271169424057006836e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.318692922592163086e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.836593389511108398e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.456203222274780273e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.203508615493774414e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.507579326629638672e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.703295230865478516e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.506916165351867676e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,4.160024642944335938e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.506155490875244141e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,4.052539348602294922e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.569639921188354492e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.652830123901367188e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.506662964820861816e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.719895839691162109e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.820722222328186035e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.620423078536987305e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.559252381324768066e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.952710628509521484e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.331560850143432617e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.771972656250000000e+00,3.252390861511230469e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.760963320732116699e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.699111936613917351e+00,4.027670860290527344e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.541906237602233887e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.717041015625000000e+00,3.485896587371826172e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.507668972015380859e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.698730468750000000e+00,3.002550363540649414e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.359518408775329590e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.608512870967388153e+00,4.126492023468017578e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.154622077941894531e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.608131406828761101e+00,3.035872220993041992e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.509223222732543945e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.485298149287700653e+00,3.335772991180419922e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.254983067512512207e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.475666044279932976e+00,3.244001150131225586e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.508217930793762207e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.460693359375000000e+00,3.352479457855224609e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.541915178298950195e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.398704526945948601e+00,2.944957971572875977e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.031630039215087891e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.384685514494776726e+00,2.702184677124023438e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.360132217407226562e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.248977653682231903e+00,3.450664997100830078e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.445173740386962891e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.277587890625000000e+00,3.634840488433837891e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.507019758224487305e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.141880020499229431e+00,3.701364517211914062e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.401529431343078613e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.186035156250000000e+00,3.568567991256713867e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.453107476234436035e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.058147422969341278e+00,2.535157203674316406e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.464843750000000000e+00,-1.590297102928161621e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-3.100585935637354851e+00,3.174679040908813477e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.386260982602834702e+00,-1.372018575668334961e+00
-7.134075313806533813e-01,0.000000000000000000e+00,-2.742576569318771362e+00,3.466450929641723633e+00,2.457904890179634094e-01,0.000000000000000000e+00,-1.234054550528526306e+00,-1.355445504188537598e+00
-7.133331447839736938e-01,1.525878999382257462e-02,-2.579021425917744637e+00,1.932546854019165039e+00,2.457904890179634094e-01,0.000000000000000000e+00,-9.365081638097763062e-01,-1.155445337295532227e+00
-7.132854610681533813e-01,0.000000000000000000e+00,-2.130317658185958862e+00,2.370984315872192383e+00,2.457904890179634094e-01,0.000000000000000000e+00,-6.416320502758026123e-01,-7.201364636421203613e-01
-7.132854610681533813e-01,0.000000000000000000e+00,-1.254558503627777100e+00,1.317977070808410645e+00,2.457904890179634094e-01,0.000000000000000000e+00,1.136780381202697754e-01,-2.194242179393768311e-01
-7.125663906335830688e-01,3.051758557558059692e-02,9.491921514272689819e-01,-7.616333961486816406e-01,2.460441663861274719e-01,6.103515997529029846e-02,1.483154401183128357e+00,9.043144583702087402e-01
-7.068901211023330688e-01,5.035400986671447754e-01,1.138210296630859375e+00,-1.172107100486755371e+00,2.471599653363227844e-01,9.155274182558059692e-02,2.950286954641342163e+00,2.468125581741333008e+00
-6.955700069665908813e-01,7.476807236671447754e-01,-9.657859802246093750e-01,-1.318574547767639160e-01,2.523117139935493469e-01,2.136230766773223877e-01,4.156494259834289551e+00,3.670226573944091797e+00
-6.898479610681533813e-01,0.000000000000000000e+00,4.382515192031860352e+00,-3.139303922653198242e+00,2.568416669964790344e-01,2.899170219898223877e-01,5.469894528388977051e+00,5.283927917480468750e+00
-6.750660091638565063e-01,1.831054806709289551e+00,2.956199645996093750e+00,-7.782866954803466797e-01,2.629184797406196594e-01,3.662109673023223877e-01,7.475662589073181152e+00,6.558217048645019531e+00
-6.413993984460830688e-01,9.307863712310791016e-01,4.637336492538452148e+00,-4.185978889465332031e+00,2.737159803509712219e-01,6.866455674171447754e-01,8.215332269668579102e+00,7.939245700836181641e+00
-6.141929775476455688e-01,1.831054925918579102e+00,2.002715826034545898e+00,-1.496794104576110840e+00,2.886428907513618469e-01,8.392334580421447754e-01,6.803131341934204102e+00,6.886157989501953125e+00
-5.869980007410049438e-01,1.266479730606079102e+00,5.054664611816406250e+00,-3.571109294891357422e+00,3.061122968792915344e-01,8.850098848342895508e-01,6.807708740234375000e+00,6.767473220825195312e+00
-5.524864345788955688e-01,2.059936761856079102e+00,1.842975616455078125e+00,-1.698876619338989258e+00,3.194751814007759094e-01,9.307862520217895508e-01,6.549453735351562500e+00,6.427525520324707031e+00
-5.305195003747940063e-01,1.464843988418579102e+00,4.736614227294921875e+00,-5.548960208892822266e+00,3.359279707074165344e-01,7.629395723342895508e-01,6.437301635742187500e+00,6.247371196746826172e+00
-4.892120510339736938e-01,2.120971918106079102e+00,1.302909851074218750e+00,-1.914974927902221680e+00,3.480072095990180969e-01,8.850098848342895508e-01,6.455993652343750000e+00,6.467114925384521484e+00
-4.721698909997940063e-01,1.159668207168579102e+00,6.729030609130859375e+00,-6.080555915832519531e+00,3.617401197552680969e-01,6.866456270217895508e-01,7.466506958007812500e+00,7.680431365966796875e+00
-4.209499508142471313e-01,2.838135004043579102e+00,-1.020431518554687500e-02,-9.281879067420959473e-01,3.769836500287055969e-01,8.544923067092895508e-01,5.432128906250000000e+00,5.763903617858886719e+00
-4.007301479578018188e-01,7.934572696685791016e-01,4.184532165527343750e+00,-4.033076286315917969e+00,3.885307386517524719e-01,6.256104707717895508e-01,5.715942382812500000e+00,5.813737869262695312e+00
-3.612098842859268188e-01,3.295898675918579102e+00,-1.840114593505859375e+00,-8.456691503524780273e-01,3.983726575970649719e-01,2.593995332717895508e-01,6.968307495117187500e+00,6.691798686981201172e+00
-3.506069332361221313e-01,-6.256101727485656738e-01,6.671047329902648926e+00,-5.039724826812744141e+00,4.083461835980415344e-01,3.814698457717895508e-01,5.838394165039062500e+00,5.702172279357910156e+00
-3.181057125329971313e-01,2.883911371231079102e+00,-2.426815032958984375e+00,2.103683352470397949e-01,4.119949415326118469e-01,2.136230617761611938e-01,6.500244557857513428e+00,6.041629314422607422e+00
-3.131408840417861938e-01,-1.296996951103210449e+00,8.283329248428344727e+00,-4.577603816986083984e+00,4.182739332318305969e-01,6.103515997529029846e-02,6.971359714865684509e+00,7.294858455657958984e+00
-2.864856868982315063e-01,2.670288324356079102e+00,-2.362537384033203125e+00,-9.712377190589904785e-02,4.196720197796821594e-01,1.220703125000000000e-01,5.900955677032470703e+00,6.155134201049804688e+00
-2.915802150964736938e-01,-3.051756620407104492e-01,3.885269401594996452e+00,-2.515328884124755859e+00,4.224987104535102844e-01,7.629393786191940308e-02,5.544662982225418091e+00,6.196150302886962891e+00
-2.714862972497940063e-01,1.144409418106079102e+00,-2.178669452667236328e+00,6.324760913848876953e-01,4.202976301312446594e-01,-1.831054985523223877e-01,6.895446896553039551e+00,6.513715267181396484e+00
-2.908210903406143188e-01,-1.739502191543579102e+00,6.212425678968429565e+00,-4.491018772125244141e+00,4.187622144818305969e-01,1.525879055261611938e-01,5.859756410121917725e+00,6.020390987396240234e+00
-2.741336971521377563e-01,1.144409418106079102e+00,-3.283596575260162354e+00,1.319487571716308594e+00,4.099617078900337219e-01,-5.187988877296447754e-01,1.018676781281828880e+01,8.747543334960937500e+00
-2.948475033044815063e-01,-2.532958984375000000e+00,5.174350619316101074e+00,-2.143322229385375977e+00,4.085941389203071594e-01,1.373291164636611938e-01,5.051421940326690674e+00,5.999167919158935547e+00
-2.844715267419815063e-01,1.693725824356079102e+00,-9.675598859786987305e+00,7.636972904205322266e+00,4.042205885052680969e-01,-5.035400986671447754e-01,5.611419677734375000e+00,6.324165821075439453e+00
