# th1, dth1, tau1_cmd, tau1, th2, dth2, tau2_cmd, tau2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.628796458244323730e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.272322177886962891e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.361666023731231689e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.104513324797153473e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.810089528560638428e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.143288552761077881e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.828232109546661377e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.766189217567443848e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.642669737339019775e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.896366953849792480e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.435331106185913086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.119814395904541016e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.413909941911697388e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.347112655639648438e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.366888359189033508e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.726739883422851562e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.698184251785278320e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.166419148445129395e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.490654051303863525e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.498811691999435425e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.720419764518737793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.346162736415863037e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.403416872024536133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.185389250516891479e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.166844010353088379e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.331465721130371094e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.044985651969909668e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.164393514394760132e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.796826004981994629e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.554285019636154175e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.381601691246032715e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.777417778968811035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.347852587699890137e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.567922562360763550e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.261117696762084961e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.244261562824249268e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.212047338485717773e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.158075213432312012e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.900732219219207764e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.683049678802490234e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.120771318674087524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.164254784584045410e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.487785935401916504e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.053813934326171875e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.424000114202499390e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.388768315315246582e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.517057061195373535e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.701045572757720947e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.201818406581878662e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.909427523612976074e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.145370960235595703e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.889976143836975098e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.993067264556884766e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.367709040641784668e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.331147849559783936e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.890500962734222412e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.044562757015228271e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.700335085391998291e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.252042293548583984e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.877843022346496582e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.322805415838956833e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.183214426040649414e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.164288312196731567e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.008172929286956787e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.652799844741821289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.436096459627151489e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.697347223758697510e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.435998111963272095e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.446996100246906281e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.323695898056030273e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.696310341358184814e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.188561707735061646e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.706332713365554810e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.652612864971160889e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.923971414566040039e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.272295713424682617e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.819350570440292358e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.676460444927215576e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.253173530101776123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.772766113281250000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.828773856163024902e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.091153621673583984e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.339111626148223877e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.327517509460449219e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.410791277885437012e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.811418890953063965e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.018726170063018799e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.154305726289749146e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.173797279596328735e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202079430222511292e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.079200983047485352e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.228483319282531738e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.975036323070526123e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.773154020309448242e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.686404883861541748e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.910321444272994995e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.925429701805114746e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.885570466518402100e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.404357850551605225e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.148432582616806030e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426619589328765869e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.164501398801803589e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.839272856712341309e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.180827379226684570e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.192564666271209717e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.700508832931518555e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.715261191129684448e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.593702077865600586e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492279022932052612e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.658123672008514404e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.668208837509155273e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.242005109786987305e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.292955964803695679e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.298146069049835205e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.976441085338592529e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.273130655288696289e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.764569163322448730e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.144040405750274658e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.341227293014526367e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.646389007568359375e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.887474536895751953e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.753554821014404297e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758609294891357422e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.888999491930007935e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578018069267272949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.203479260206222534e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.487395167350769043e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.657241165637969971e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.197740882635116577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.641358077526092529e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.230665385723114014e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.196708023548126221e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.448321819305419922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.940659761428833008e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.084662020206451416e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.053996980190277100e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.629030406475067139e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.840594649314880371e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.192098259925842285e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.744443416595458984e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.503380417823791504e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.618224620819091797e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516745686531066895e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.248107790946960449e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.534897565841674805e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.258761644363403320e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.520872354507446289e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.230136245489120483e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.432514190673828125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.906743884086608887e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.015664190053939819e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.883656859397888184e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.793849706649780273e-02,-2.441406250000000000e-04,0.000000000000000000e+00,3.662109375000000000e-02,1.830087453126907349e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.174695432186126709e-01,-5.111694335937500000e-04,-1.525879185646772385e-02,1.224517906084656715e-01,-2.573332190513610840e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.960515394806861877e-02,-6.103515625000000000e-04,0.000000000000000000e+00,9.155273437500000000e-02,9.300497174263000488e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.679502367973327637e-01,-7.648468017578125000e-04,-1.525878999382257462e-02,1.605033902451395988e-01,1.425915956497192383e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.414252996444702148e-01,-8.544921875000000000e-04,0.000000000000000000e+00,1.281738281250000000e-01,6.669243425130844116e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.229766458272933960e-02,-9.765625000000000000e-04,0.000000000000000000e+00,1.464843750000000000e-01,1.808131933212280273e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.420310974121093750e-01,-9.765625000000000000e-04,0.000000000000000000e+00,1.464843750000000000e-01,5.445271730422973633e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.129989862442016602e-02,-9.765625000000000000e-04,0.000000000000000000e+00,1.464843750000000000e-01,1.931356191635131836e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.249909222126007080e-02,-9.765625000000000000e-04,0.000000000000000000e+00,1.464843750000000000e-01,-2.894120514392852783e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.591945171356201172e-01,-9.765625000000000000e-04,0.000000000000000000e+00,1.464843750000000000e-01,2.278733253479003906e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.916076391935348511e-01,-7.305145263671875000e-04,1.525878999382257462e-02,6.380080897361040115e-02,6.784787178039550781e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.420890212059020996e-01,-5.111694335937500000e-04,1.525878999382257462e-02,3.089904505759477615e-02,-3.094374835491180420e-01
